"lon","lat","id","nearest"
2.09250520956512,41.4100492723392,1,"0"
2.09250616344324,41.4100497007531,1,"0"
2.09250711732136,41.410050129167,1,"0"
2.09250807119948,41.410050557581,1,"0"
2.09250902507759,41.4100509859949,1,"0"
2.09250997895571,41.4100514144088,1,"0"
2.09251093283383,41.4100518428227,1,"0"
2.09251188671195,41.4100522712367,1,"0"
2.09251284059006,41.4100526996506,1,"0"
2.09251379446818,41.4100531280645,1,"0"
2.09251542125379,41.4100539579201,1,"0"
2.09251743255796,41.410055017171,1,"0"
2.09251944386214,41.4100560764219,1,"0"
2.09252145516631,41.4100571356728,1,"0"
2.09252346647049,41.4100581949236,1,"0"
2.09252547777467,41.4100592541745,1,"0"
2.0925596695988,41.4100799606638,1,"0"
2.0925635118307,41.4100823937357,1,"0"
2.0925673540626,41.4100848268076,1,"0"
2.0925711962945,41.4100872598795,1,"0"
2.0925762042427,41.4100908851867,1,"0"
2.09258218362115,41.4100955040233,1,"0"
2.0925881629996,41.4101001228599,1,"0"
2.09259414237805,41.4101047416965,1,"0"
2.0926001217565,41.4101093605331,1,"0"
2.09260610113495,41.4101139793697,1,"0"
2.0926120805134,41.4101185982062,1,"0"
2.09261805989185,41.4101232170428,1,"0"
2.0926240392703,41.4101278358794,1,"0"
2.09263001864875,41.410132454716,1,"0"
2.09263640360768,41.4101380692631,1,"0"
2.09264319414707,41.4101446795208,1,"0"
2.09264998468647,41.4101512897785,1,"0"
2.09265677522586,41.4101579000362,1,"0"
2.09266356576526,41.4101645102939,1,"0"
2.09267035630465,41.4101711205516,1,"0"
2.09267714684405,41.4101777308092,1,"0"
2.09268393738344,41.4101843410669,1,"0"
2.09269072792284,41.4101909513246,1,"0"
2.09269751846223,41.4101975615823,1,"0"
2.09270390895716,41.4102047065377,1,"0"
2.09270981939873,41.4102124931303,1,"0"
2.0927157298403,41.410220279723,1,"0"
2.09272164028187,41.4102280663156,1,"0"
2.09272755072344,41.4102358529083,1,"0"
2.09273346116501,41.4102436395009,1,"0"
2.09273937160658,41.4102514260936,1,"0"
2.09274528204815,41.4102592126862,1,"0"
2.09275119248972,41.4102669992789,1,"0"
2.09275710293129,41.4102747858715,1,"0"
2.0927624638305,41.41028296063,1,"0"
2.09276703094629,41.4102916960724,1,"0"
2.09277159806208,41.4103004315148,1,"0"
2.09277616517787,41.4103091669572,1,"0"
2.09278073229366,41.4103179023996,1,"0"
2.09278529940945,41.410326637842,1,"0"
2.09278986652524,41.4103353732845,1,"0"
2.09279443364103,41.4103441087269,1,"0"
2.09279900075682,41.4103528441693,1,"0"
2.09280356787261,41.4103615796117,1,"0"
2.09280784896198,41.41037057091,1,"0"
2.09281162950513,41.4103800099562,1,"0"
2.09281541004827,41.4103894490024,1,"0"
2.09281919059142,41.4103988880485,1,"0"
2.09282297113457,41.4104083270947,1,"0"
2.09282675167771,41.4104177661408,1,"0"
2.09283053222086,41.410427205187,1,"0"
2.092834312764,41.4104366442332,1,"0"
2.09283809330715,41.4104460832793,1,"0"
2.0928418738503,41.4104555223255,1,"0"
2.09284554783741,41.4104649972474,1,"0"
2.09284899349018,41.4104745490458,1,"0"
2.09285243914296,41.4104841008442,1,"0"
2.09285588479573,41.4104936526425,1,"0"
2.0928593304485,41.4105032044409,1,"0"
2.09286277610127,41.4105127562393,1,"0"
2.09286622175404,41.4105223080377,1,"0"
2.09286966740681,41.4105318598361,1,"0"
2.09287311305958,41.4105414116345,1,"0"
2.09287655871235,41.4105509634328,1,"0"
2.09287998804761,41.4105606214342,1,"0"
2.09288337386949,41.4105705626437,1,"0"
2.09288675969137,41.4105805038531,1,"0"
2.09289014551326,41.4105904450625,1,"0"
2.09289353133514,41.4106003862719,1,"0"
2.09289691715702,41.4106103274814,1,"0"
2.0929003029789,41.4106202686908,1,"0"
2.09290368880079,41.4106302099002,1,"0"
2.09290707462267,41.4106401511096,1,"0"
2.09291046044455,41.4106500923191,1,"0"
2.09291385712295,41.4106600178629,1,"0"
2.09291729071351,41.4106698901436,1,"0"
2.09292072430408,41.4106797624244,1,"0"
2.09292415789464,41.4106896347052,1,"0"
2.0929275914852,41.4106995069859,1,"0"
2.09293102507577,41.4107093792667,1,"0"
2.09293445866633,41.4107192515475,1,"0"
2.09293789225689,41.4107291238282,1,"0"
2.09294132584746,41.410738996109,1,"0"
2.09294475943802,41.4107488683898,1,"0"
2.09294818238563,41.4107585796123,1,"0"
2.09295155743998,41.4107675660729,1,"0"
2.09295493249432,41.4107765525334,1,"0"
2.09295830754867,41.4107855389939,1,"0"
2.09296168260301,41.4107945254545,1,"0"
2.09296505765736,41.410803511915,1,"0"
2.0929684327117,41.4108124983756,1,"0"
2.09297180776605,41.4108214848361,1,"0"
2.09297518282039,41.4108304712966,1,"0"
2.09297855787474,41.4108394577572,1,"0"
2.09298190432654,41.4108484167349,1,"0"
2.09298506962891,41.410857201655,1,"0"
2.09298823493127,41.4108659865751,1,"0"
2.09299140023364,41.4108747714952,1,"0"
2.092994565536,41.4108835564153,1,"0"
2.09299773083837,41.4108923413354,1,"0"
2.09300089614073,41.4109011262555,1,"0"
2.0930040614431,41.4109099111756,1,"0"
2.09300722674546,41.4109186960957,1,"0"
2.09301039204783,41.4109274810158,1,"0"
2.09301349720274,41.4109362987565,1,"0"
2.09301600088318,41.4109454447026,1,"0"
2.09301850456361,41.4109545906488,1,"0"
