"lat","lon","id"
41.4100442923624,2.09249319143587,0
41.4100446110723,2.09249392007303,0
41.4100449408115,2.09249467308402,0
41.4100452942161,2.0924954872864,0
41.4100457034386,2.09249645393754,0
41.4100462509458,2.09249779809568,0
41.4100471517559,2.09250006786219,0
41.4100489802388,2.09250455919368,0
41.4100532838514,2.09251414133295,0
41.4100639245079,2.09253434579762,0
41.4100883658213,2.09257294276355,0
41.4101347641343,2.09263300833798,0
41.4102011671774,2.09270122239281,0
41.4102793870399,2.09276059546495,0
41.4103671385296,2.09280647421902,0
41.4104619580388,2.09284445149335,0
41.4105579101953,2.09287906464164,0
41.4106577741627,2.09291307676146,0
41.4107569457104,2.09294756873939,0
41.4108472187913,2.0929814726944,0
41.4109354673068,2.09301326959543,0
41.4110273424934,2.09303842020342,0
41.4111245142898,2.09305412726224,0
41.4112228265059,2.09305457927536,0
41.4113247506521,2.09304175885011,0
41.4114298169138,2.09302511645135,0
41.411531244421,2.09300878977286,0
41.4116283797085,2.09299339659116,0
41.4117213198035,2.0929796559975,0
41.4118089721563,2.09297459558589,0
41.41189467468,2.09299639612802,0
41.4119788124998,2.0930535697298,0
41.412051582847,2.09312928376365,0
41.4121169736568,2.09321123232772,0
41.4121771928303,2.09329298443802,0
41.4122346561106,2.09337623173879,0
41.4122900854278,2.09345852216556,0
41.4123457853509,2.0935367273259,0
41.4124102738168,2.09361238407164,0
41.4124831236552,2.0936783887984,0
41.4125582384548,2.09372755835226,0
41.4126336027614,2.09375336027494,0
41.4127150011268,2.0937412195569,0
41.4127994754631,2.09368635601585,0
41.4128724931884,2.09361280386254,0
41.4129312717367,2.09354435128152,0
41.4129809064934,2.09348480683054,0
41.4130214438779,2.09343320896135,0
41.4130521057244,2.09338966864252,0
41.4130741873902,2.09335369376984,0
41.4130903884873,2.09332457247318,0
41.4131025613336,2.09330108319412,0
41.4131119456097,2.09328201019379,0
41.4131193655236,2.09326629544245,0
41.4131253810753,2.09325308995764,0
41.4131303799346,2.09324174386185,0
41.4131346348829,2.09323176961149,0
41.4131383412958,2.09322280164645,0
41.413141641973,2.09321456229253,0
41.4131446434227,2.09320683581567,0
41.4131474250722,2.09319944909074,0
41.4131500348701,2.09319225419114,0
41.4131524195477,2.09318509284666,0
41.4131539557802,2.09317762657337,0
41.4131504808313,2.09316832435709,0
41.4131159540185,2.09314846338129,0
41.4129763867175,2.09310409193565,0
41.412842389166,2.09309198774001,0
41.4127685471053,2.09307698665047,0
41.412711729703,2.09302093646269,0
41.4126672375809,2.0929258228908,0
41.4126513090906,2.09282742346003,0
41.4126480156999,2.09272392784349,0
41.412640946031,2.09262409655398,0
41.4126360308829,2.09252542375395,0
41.4126394660765,2.09241659367799,0
41.4126422431993,2.09231473755276,0
41.4126435773999,2.09222187483811,0
41.4126499350242,2.09212832692446,0
41.4126702520875,2.09203481546811,0
41.4127076152482,2.09193634564801,0
41.4127490184438,2.09184164965817,0
41.4127887687815,2.09175248206255,0
41.4128354860197,2.0916570189729,0
41.4128888131375,2.09156226913432,0
41.4129369191323,2.09147940543372,0
41.412983707218,2.09139543356429,0
41.4130311317447,2.09130332253846,0
41.4130773292929,2.09121526830498,0
41.4131245315284,2.09113627287938,0
41.413174323208,2.09105784049898,0
41.4132268300348,2.09096987163585,0
41.413279043159,2.0908794546232,0
41.4133302482008,2.09079109045961,0
41.4133829748618,2.09070734026016,0
41.413439905084,2.0906264149376,0
41.4134951411595,2.09053847900385,0
41.4135458963951,2.0904530049735,0
41.4135932949179,2.09037066485804,0
41.413633016583,2.09027523476927,0
41.4136778964268,2.09018922265122,0
41.4137083070294,2.09012461267778,0
41.4137246102385,2.09009103311814,0
41.4137315131709,2.09007768158725,0
41.4137341422067,2.09007306296856,0
41.4137350797196,2.0900715419999,0
41.413735587177,2.09007067967626,0
41.4137359529542,2.09007003857732,0
41.4137362718184,2.09006947237825,0
41.4137365750336,2.0900689328313,0
41.4137368729791,2.09006840416104,0
41.4137371691085,2.09006788122943,0
41.4137374645863,2.09006736236997,0
41.4137377598234,2.0900668470463,0
41.413738054983,2.09006633508923,0
41.413738350148,2.09006582644886,0
41.4137386453747,2.09006532111416,0
41.4137389407117,2.09006481908704,0
41.4137392362046,2.0900643203739,0
41.413739531899,2.09006382498296,0
41.4137398278401,2.09006333292338,0
41.4137401240734,2.09006284420497,0
41.4137404206446,2.09006235883805,0
41.4137407175994,2.09006187683347,0
41.4137410149841,2.09006139820257,0
